nom_pat,prenom_pat,date_naissance,sexe,telephone
Sy,Awa,1958-05-24,f,705258697
Sy,Fatou,1990-11-24,f,707300995
Gueye,Mariama,2020-10-21,f,779948133
Ba,Khady,1975-05-07,f,786255938
Ndiaye,Cheikh,1983-04-18,m,765284792
Ba,Mamadou,1944-11-24,m,703392737
Diop,Fatou,1946-08-30,f,769655603
Sarr,Khady,2000-03-14,f,707417268
Gueye,Ousmane,2022-12-08,m,785315093
Gueye,Mamadou,1946-03-05,m,760448430
Sy,Mamadou,1991-07-14,m,782115963
Gueye,Oumar,1998-02-15,m,701334865
Ba,Moussa,1983-10-14,m,704760036
Faye,Fatou,1989-05-30,f,780414659
Sy,Mariama,1966-12-11,f,779704262
Diop,Ousmane,1994-05-06,m,703557854
Diop,Moussa,1973-02-24,m,762264127
Diop,Aminata,1941-03-10,f,707467969
Fall,Aminata,2013-11-18,f,783826787
Kane,Awa,1974-02-24,f,703522611
Fall,Awa,1959-06-12,f,701042096
Diallo,Moussa,2013-10-02,m,788236866
Faye,Moussa,1978-09-16,m,765127026
Ndiaye,Awa,1969-04-17,f,775103928
Diallo,Aminata,1955-11-04,f,786209868
Kane,Mamadou,2015-12-30,m,701362680
Gueye,Mariama,1974-10-05,f,762701555
Kane,Fatou,1968-08-31,f,766757662
Sow,Cheikh,2000-08-08,m,760946900
Kane,Khady,1974-03-26,f,700016872
Sy,Ousmane,1991-09-21,m,763292089
Faye,Khady,2011-02-18,f,701961257
Diop,Ousmane,2006-10-22,m,780563110
Fall,Moussa,1998-01-26,m,763085935
Gueye,Cheikh,1943-11-24,m,787601176
Sy,Mamadou,1992-12-29,m,762091532
Gueye,Ousmane,1968-07-27,m,784109458
Ndiaye,Ousmane,1999-01-04,m,783043183
Ba,Khady,2023-10-12,f,773993481
Ba,Mamadou,2016-09-25,m,762719496
Diop,Abdoulaye,2007-07-07,m,704867146
Sow,Cheikh,2021-02-16,m,770678036
Fall,Fatou,1976-03-17,f,786297278
Gueye,Khady,1951-05-27,f,771459044
Sarr,Mariama,1964-01-30,f,761404967
Sow,Moussa,1951-10-04,m,772282136
Ndiaye,Ousmane,1954-01-05,m,789954566
Kane,Oumar,1950-04-18,m,769072273
Faye,Ibrahima,1994-07-22,m,772188182
Gueye,Awa,1940-04-19,f,762152687
Gueye,Moussa,2018-08-28,m,771909857
Diallo,Fatou,1953-08-14,f,706922209
Ndiaye,Ousmane,1982-08-12,m,763206873
Ba,Khady,1961-07-19,f,789987746
Diop,Mariama,1994-04-30,f,771227625
Sy,Khady,2021-11-01,f,785442250
Diallo,Moussa,1968-04-12,m,776982378
Sarr,Khady,1988-08-03,f,700655977
Fall,Awa,1977-05-07,f,708211722
Sy,Mariama,1982-06-02,f,786814273
Gueye,Oumar,1991-04-05,m,772435827
Gueye,Ibrahima,1996-01-01,m,778486634
Fall,Ousmane,2003-02-05,m,704427932
Ba,Ousmane,2001-10-22,m,787645741
Ndiaye,Awa,1997-08-21,f,770520687
Kane,Oumar,1977-08-20,m,764035609
Faye,Khady,1958-05-25,f,788309048
Fall,Fatou,1993-10-03,f,760991167
Fall,Awa,1955-02-26,f,709736572
Faye,Fatou,1947-08-06,f,788842541
Ba,Mamadou,2019-08-05,m,776839720
Diop,Fatou,2002-12-25,f,704842866
Diallo,Ousmane,2020-06-30,m,774916153
Faye,Ibrahima,2002-02-11,m,707606986
Sow,Abdoulaye,1998-07-17,m,703104864
Kane,Ibrahima,1993-11-14,m,709289121
Gueye,Ibrahima,1980-05-12,m,766591333
Sarr,Awa,1997-05-29,f,785073564
Sow,Moussa,1974-04-05,m,774322901
Sarr,Oumar,2001-09-04,m,768200860
Sow,Khady,1957-10-12,f,768075024
Sy,Oumar,1960-10-13,m,705474901
Ba,Ousmane,1946-09-13,m,708099368
Ndiaye,Khady,2019-09-27,f,768851776
Ba,Ousmane,2016-10-19,m,783716717
Fall,Fatou,2022-03-27,f,782939934
Ba,Awa,1990-01-24,f,771898158
Sy,Fatou,1972-04-06,f,774619383
Kane,Abdoulaye,1997-04-28,m,766451608
Ba,Aminata,1971-01-11,f,773887814
Diallo,Fatou,1972-09-27,f,766872765
Faye,Fatou,1980-03-17,f,788303350
Sow,Abdoulaye,1962-09-15,m,766069475
Diop,Khady,1977-10-01,f,782676674
Fall,Cheikh,1971-02-21,m,702364704
Sarr,Fatou,2015-01-26,f,771931327
Kane,Ibrahima,1994-07-14,m,777206593
Sarr,Khady,1968-06-18,f,782900463
Diop,Oumar,1976-10-02,m,782546786
Diop,Khady,2020-11-23,f,760260943
Gueye,Fatou,1988-07-11,f,769371658
Ndiaye,Moussa,2004-05-11,m,770111640
Diop,Mariama,1975-11-05,f,763225033
Gueye,Aminata,2018-12-07,f,702535140
Sy,Ousmane,2004-07-03,m,773399363
Ndiaye,Mariama,1959-02-19,f,773598099
Fall,Oumar,1984-07-03,m,786740553
Kane,Oumar,1994-10-05,m,763874456
Diallo,Mariama,1999-09-15,f,705130412
Gueye,Aminata,1964-11-07,f,702831817
Ba,Ibrahima,1991-04-22,m,787351806
Diallo,Abdoulaye,1941-04-12,m,704193362
Faye,Ousmane,1946-02-12,m,784555324
Fall,Fatou,1991-03-13,f,775995962
Ba,Mariama,2008-09-27,f,703364404
Gueye,Fatou,1991-08-25,f,772351237
Gueye,Mariama,1973-10-21,f,771089530
Gueye,Ibrahima,1984-06-15,m,785837529
Sy,Fatou,2010-01-16,f,783246399
Faye,Ousmane,1986-11-07,m,772370112
Ba,Khady,1982-01-12,f,789839463
Kane,Khady,1977-12-01,f,709242594
Sarr,Ibrahima,2020-11-28,m,772629450
Gueye,Ousmane,2006-04-19,m,700875695
Diop,Khady,1969-05-08,f,760860024
Faye,Awa,1985-01-20,f,767099585
Ba,Aminata,1998-06-08,f,768432552
Fall,Mamadou,1976-07-14,m,778800381
Diop,Oumar,2002-06-18,m,774081626
Sy,Fatou,1942-02-14,f,760620058
Sarr,Mariama,2000-04-14,f,703779776
Fall,Ousmane,2013-02-02,m,706513026
Sarr,Abdoulaye,2018-02-04,m,787099755
Fall,Awa,1965-01-13,f,704008490
Sy,Aminata,1970-05-02,f,767453805
Sy,Mamadou,1982-07-05,m,707230544
Kane,Aminata,1942-07-27,f,771230841
Sy,Oumar,2000-06-09,m,768776252
Sarr,Fatou,1993-08-16,f,768876179
Sarr,Aminata,1951-12-15,f,702845156
Fall,Awa,1988-11-25,f,788149825
Faye,Aminata,1951-11-12,f,789315981
Fall,Cheikh,2008-01-19,m,768930495
Ndiaye,Aminata,1941-12-11,f,775649549
Fall,Ibrahima,1973-11-10,m,784939196
Sy,Oumar,2007-07-06,m,705742107
Faye,Mamadou,1957-10-22,m,709290766
Diallo,Khady,1991-03-11,f,786966046
Diop,Ousmane,1979-08-06,m,768706710
Faye,Fatou,2011-03-15,f,788286259
Gueye,Awa,1956-12-18,f,768195240
Sy,Cheikh,1940-10-13,m,702508553
Fall,Mariama,1979-04-19,f,784189302
Fall,Ousmane,1955-01-02,m,703928011
Diop,Khady,2007-10-28,f,761222779
Fall,Fatou,2005-04-16,f,785247547
Ndiaye,Awa,1978-06-20,f,787241904
Fall,Aminata,2013-06-11,f,761862709
Gueye,Awa,1960-02-12,f,786058896
Sarr,Mariama,2017-09-15,f,767303773
Fall,Khady,1979-01-18,f,785698448
Faye,Aminata,1996-08-22,f,772871060
Kane,Mariama,1970-06-15,f,766115796
Faye,Fatou,1985-03-21,f,772342533
Ndiaye,Oumar,1951-01-13,m,769589742
Diop,Abdoulaye,2023-04-11,m,703222330
Kane,Fatou,1985-06-01,f,768657736
Sarr,Abdoulaye,2023-05-26,m,767109665
Gueye,Cheikh,1966-01-26,m,765044168
Fall,Khady,1944-11-23,f,708981467
Sarr,Abdoulaye,1967-03-28,m,762185831
Gueye,Abdoulaye,1942-09-10,m,773103690
Gueye,Aminata,1998-03-16,f,772146341
Ndiaye,Khady,1956-01-16,f,700636604
Kane,Ibrahima,1982-11-21,m,778258915
Sarr,Awa,2023-07-22,f,779525135
Gueye,Khady,1996-09-09,f,771292775
Sy,Cheikh,1977-01-27,m,789240256
Fall,Ibrahima,1944-10-31,m,769744163
Kane,Ibrahima,1974-05-30,m,769909165
Sarr,Ousmane,1948-05-16,m,775100444
Sarr,Khady,1951-02-03,f,768333464
Diallo,Fatou,1984-05-26,f,782160037
Fall,Khady,1952-09-30,f,764152131
Sy,Ousmane,1950-05-28,m,709185859
Ndiaye,Moussa,1974-04-24,m,776538104
Sy,Khady,2008-11-11,f,764018714
Sy,Moussa,2007-01-03,m,764648235
Sarr,Aminata,1962-06-07,f,766989223
Sy,Moussa,1959-11-03,m,700178699
Diop,Mariama,1990-12-26,f,784414645
Sow,Ibrahima,2004-02-26,m,772649265
Diop,Aminata,1960-07-07,f,703416960
Diop,Fatou,1955-09-22,f,702887800
Gueye,Awa,2009-02-04,f,770716798
Sarr,Ibrahima,1961-11-20,m,762823105
Sy,Moussa,1941-11-09,m,760000976
Ba,Fatou,1999-03-02,f,774542735
Ndiaye,Khady,1981-08-04,f,774416077
Kane,Fatou,2006-09-10,f,700811314
Ndiaye,Awa,2000-09-06,f,785947065
Sarr,Mamadou,1942-12-13,m,784533949
Gueye,Fatou,1969-04-25,f,782995620
Sow,Awa,1955-05-30,f,708572443
Kane,Mariama,1993-04-18,f,703802488
Sy,Cheikh,1941-10-02,m,767631144
Gueye,Moussa,1969-10-16,m,765820946
Ndiaye,Moussa,1941-10-22,m,772247757
Diallo,Abdoulaye,1962-10-24,m,778401152
Sow,Aminata,1970-02-26,f,779583764
Faye,Ousmane,1963-09-10,m,701674742
Ndiaye,Aminata,2005-06-27,f,763309315
Faye,Mamadou,1963-03-30,m,789434329
Fall,Mamadou,1949-09-28,m,788132588
Ndiaye,Oumar,1996-06-03,m,784785150
Ndiaye,Ousmane,2009-04-25,m,709454568
Kane,Mamadou,1952-09-02,m,773952277
Gueye,Khady,1971-09-30,f,708218831
Gueye,Fatou,1971-05-07,f,704251754
Diop,Ousmane,2023-10-30,m,769961063
Faye,Cheikh,2004-08-16,m,765908534
Faye,Aminata,2011-03-18,f,701186341
Ndiaye,Khady,1940-04-22,f,703693731
Kane,Khady,1957-06-20,f,772396179
Sow,Khady,1994-05-22,f,704444110
Sy,Ousmane,1963-05-25,m,773786526
Gueye,Awa,2002-07-26,f,709410933
Faye,Oumar,1995-09-21,m,700293306
Gueye,Awa,1940-07-21,f,777012533
Kane,Awa,1984-09-10,f,702986465
Kane,Ousmane,1945-03-07,m,772799864
Fall,Cheikh,2015-11-26,m,764879740
Diallo,Aminata,2007-09-02,f,772098898
Diallo,Abdoulaye,1992-06-15,m,779816357
Ndiaye,Khady,1977-12-27,f,788094588
Sow,Cheikh,1991-06-01,m,703702281
Sarr,Khady,1981-08-10,f,778007048
Sarr,Mariama,2022-05-20,f,786700788
Fall,Oumar,1954-07-03,m,783931449
Ba,Fatou,1958-11-05,f,773902755
Faye,Moussa,2022-06-02,m,782113675
Fall,Aminata,2008-10-12,f,709206304
Sarr,Moussa,1985-03-03,m,705701240
Diop,Fatou,1972-05-26,f,768075424
Diop,Fatou,1970-02-22,f,701319008
Sarr,Fatou,1945-05-02,f,783007937
Sow,Fatou,1993-05-30,f,707999560
Diop,Abdoulaye,1997-10-02,m,763180390
Diop,Mariama,2019-11-02,f,782223819
Diop,Mariama,2010-07-24,f,785277495
Diallo,Awa,2017-06-02,f,766296282
Sy,Awa,2022-12-06,f,778498413
Kane,Ibrahima,2019-02-05,m,764662046
Sarr,Moussa,1987-06-24,m,785033954
Fall,Mamadou,1981-06-03,m,787367598
Fall,Ibrahima,2007-02-22,m,775915753
Fall,Ousmane,2008-08-28,m,764946390
Gueye,Mamadou,1999-03-12,m,770471327
Sy,Khady,1979-07-14,f,771825897
Kane,Cheikh,2018-05-22,m,705132250
Ba,Cheikh,2012-01-25,m,704348873
Fall,Fatou,2019-05-21,f,775713570
Kane,Oumar,1960-07-14,m,782939748
Diop,Khady,1994-04-06,f,772847107
Ba,Ousmane,2002-07-30,m,703853712
Diallo,Khady,1944-06-08,f,700298716
Sy,Fatou,1968-03-30,f,769445670
Diop,Abdoulaye,2010-07-08,m,787273956
Sy,Abdoulaye,1984-07-05,m,765106384
Sow,Mamadou,1970-05-06,m,766402642
Kane,Mariama,1959-12-30,f,781638175
Diop,Abdoulaye,1989-06-22,m,764543000
Ba,Moussa,2004-06-08,m,786376113
Fall,Fatou,1975-06-09,f,705059376
Diallo,Ousmane,1967-01-09,m,709561694
Diop,Mariama,1948-10-07,f,780428644
Diallo,Abdoulaye,1950-11-29,m,709870905
Gueye,Moussa,1960-01-27,m,772598604
Gueye,Ousmane,1943-07-22,m,709075352
Gueye,Ibrahima,1973-06-27,m,776173530
Kane,Oumar,1967-03-17,m,761455594
Diop,Oumar,1987-12-13,m,777332296
Diop,Ousmane,1992-01-17,m,767353260
Kane,Cheikh,2008-10-22,m,705629789
Gueye,Mamadou,1946-09-13,m,786332758
Ndiaye,Moussa,1999-01-28,m,775513569
Ba,Aminata,2015-03-03,f,789822033
Ndiaye,Awa,1982-08-14,f,768792127
Faye,Cheikh,1950-03-08,m,707910675
Diop,Mamadou,2018-03-04,m,788677379
Fall,Cheikh,1998-03-08,m,700017323
Diop,Aminata,2019-05-05,f,706589340
Sy,Fatou,2012-03-03,f,786191528
Gueye,Fatou,1986-08-04,f,763197318
Faye,Ibrahima,1987-08-24,m,778998018
Ndiaye,Mariama,1951-08-08,f,703984261
Sow,Aminata,1948-11-04,f,760086801
Sow,Mamadou,2000-10-10,m,774864318
Diop,Ousmane,1985-11-30,m,707956853
Kane,Oumar,2018-02-21,m,784906520
Diop,Cheikh,2015-01-08,m,700214483
Ba,Abdoulaye,1964-01-16,m,785885749
Gueye,Moussa,1945-04-27,m,787183978
Fall,Oumar,2007-10-23,m,705745348
Gueye,Moussa,2019-01-01,m,787953792
Sarr,Awa,1980-02-17,f,703100222
Ba,Awa,2017-04-27,f,773616293
Diallo,Mamadou,1944-05-06,m,774525781
Ndiaye,Fatou,1970-07-18,f,768808063
Ba,Khady,1958-05-21,f,773129679
Gueye,Ibrahima,1984-08-19,m,788814051
Kane,Awa,1948-06-10,f,782378236
Faye,Khady,1993-03-19,f,780013743
Diop,Oumar,1996-07-26,m,784730274
Diallo,Awa,1982-09-17,f,780671975
Sy,Mariama,1942-06-11,f,768379421
Fall,Awa,2020-01-09,f,767987942
Ba,Mamadou,2017-09-17,m,768990013
Diallo,Fatou,1971-09-30,f,777148204
Ba,Ousmane,1965-07-07,m,788256366
Diop,Ousmane,1990-08-23,m,765215340
Sarr,Awa,1968-07-19,f,777422846
Gueye,Khady,1953-07-11,f,768337737
Ndiaye,Oumar,2012-06-21,m,785735204
Ndiaye,Moussa,2023-10-09,m,704184395
Diallo,Mariama,1978-05-19,f,707288935
Sy,Aminata,2022-07-30,f,762037087
Ndiaye,Mamadou,2006-12-22,m,766198772
Kane,Oumar,1981-07-02,m,773454691
Faye,Oumar,2020-04-27,m,764721820
Diop,Aminata,2009-09-02,f,770426476
Sow,Aminata,2019-01-11,f,762258619
Gueye,Cheikh,1948-12-29,m,705926188
Sarr,Ousmane,1949-03-01,m,779817494
Faye,Ibrahima,1952-12-29,m,785266305
Ndiaye,Ibrahima,2020-03-24,m,775420714
Sarr,Abdoulaye,2001-04-26,m,764822238
Diallo,Ibrahima,1966-02-24,m,765907207
Ndiaye,Cheikh,2010-09-21,m,770869680
Diop,Ibrahima,1977-01-07,m,765496509
Fall,Awa,1964-07-05,f,778892242
Diop,Oumar,1965-10-04,m,781772818
Fall,Aminata,2019-05-13,f,788582867
Diop,Ousmane,1941-10-11,m,769242880
Sy,Ibrahima,1946-03-27,m,771552968
Diallo,Ousmane,1998-04-23,m,782162148
Gueye,Khady,1998-10-11,f,761101484
Gueye,Khady,2009-03-03,f,780383833
Diop,Fatou,1986-09-20,f,780740243
Sarr,Cheikh,2015-03-24,m,762679124
Kane,Fatou,1997-04-10,f,701509225
Gueye,Mariama,1965-12-13,f,703148936
Fall,Mariama,1945-05-18,f,775292944
Fall,Mariama,1983-01-29,f,789770341
Ba,Moussa,1975-01-25,m,788155203
Fall,Cheikh,1981-04-30,m,705711480
Sarr,Abdoulaye,1981-03-24,m,708018662
Diallo,Abdoulaye,2008-04-21,m,707593231
Sow,Mariama,2022-06-17,f,778091167
Sow,Aminata,2016-06-01,f,761972285
Ba,Cheikh,1948-07-26,m,776985834
Sarr,Awa,1955-02-02,f,771040622
Fall,Moussa,1963-07-19,m,771050798
Gueye,Moussa,1980-12-21,m,709791383
Kane,Mariama,1951-02-14,f,782184948
Ba,Khady,1986-05-25,f,763379703
Ba,Oumar,1952-09-21,m,709660941
Sarr,Fatou,1950-02-04,f,709419613
Faye,Awa,1995-10-11,f,706326802
Faye,Cheikh,1942-11-02,m,709919015
Sy,Mamadou,2005-03-28,m,775444808
Sow,Mariama,1954-12-03,f,709785478
Diallo,Awa,1965-02-23,f,767188239
Faye,Fatou,1945-04-02,f,702465737
Gueye,Oumar,1977-10-12,m,784025141
Diallo,Awa,1969-01-17,f,762007568
Diallo,Khady,1942-08-04,f,773131829
Sy,Mariama,1948-07-29,f,766473900
Sow,Cheikh,1948-04-27,m,700649137
Fall,Mamadou,1974-05-15,m,775710839
Ba,Oumar,1978-08-13,m,761726795
Sarr,Awa,1972-09-05,f,705491077
Sy,Mamadou,1983-04-09,m,773103804
Faye,Oumar,1955-07-15,m,785780275
Diallo,Aminata,1963-08-05,f,786872827
Sy,Mariama,1955-07-29,f,767718049
Diop,Awa,2003-12-31,f,762800414
Faye,Ousmane,1953-09-22,m,788994356
Faye,Aminata,1995-09-29,f,779794573
Kane,Abdoulaye,1945-01-08,m,786644804
Sow,Abdoulaye,1981-10-28,m,703789779
Ba,Awa,1996-07-25,f,771972917
Sarr,Khady,2006-11-04,f,769046688
Ba,Mariama,2015-11-25,f,775209777
Faye,Khady,1956-01-25,f,772085436
Sy,Ibrahima,1974-02-27,m,763930731
Diop,Cheikh,2018-01-31,m,777168949
Gueye,Ousmane,1990-10-26,m,769056012
Faye,Moussa,1957-11-22,m,769761706
Sy,Oumar,1995-10-08,m,768761929
Sarr,Khady,1992-04-25,f,783226805
Sy,Mariama,1966-01-23,f,775268437
Faye,Mariama,2013-01-09,f,784961195
Ndiaye,Mamadou,1998-12-12,m,781107145
Gueye,Aminata,1983-01-06,f,701439064
Kane,Mamadou,1952-10-29,m,768363580
Sow,Abdoulaye,1945-11-06,m,777638232
Faye,Mamadou,2007-03-31,m,778659754
Diop,Aminata,1959-04-20,f,770489659
Ba,Mamadou,2013-11-03,m,787816711
Diop,Mariama,2004-06-04,f,765838757
Ndiaye,Awa,2020-11-18,f,700539419
Kane,Abdoulaye,1976-04-08,m,702131782
Faye,Ibrahima,1980-04-13,m,709587299
Ndiaye,Mamadou,1989-05-03,m,768857647
Sarr,Khady,2008-02-17,f,707328856
Ba,Cheikh,1961-09-24,m,763849369
Fall,Cheikh,1967-05-12,m,786378693
Kane,Ibrahima,1954-04-11,m,765423490
Diallo,Aminata,1950-07-02,f,770852262
Diallo,Aminata,1979-06-30,f,767661135
Diop,Ibrahima,1972-08-25,m,700889004
Diallo,Awa,1945-05-31,f,760048657
Fall,Moussa,1947-01-12,m,778991939
Sow,Oumar,1992-11-20,m,704588599
Sy,Oumar,2014-01-01,m,772774987
Sow,Fatou,1943-08-30,f,768277601
Diallo,Khady,2002-11-28,f,784082974
Diop,Abdoulaye,1994-04-01,m,785511027
Faye,Cheikh,1989-01-21,m,787960670
Ba,Cheikh,1945-06-27,m,780295408
Sarr,Khady,2017-02-09,f,778537595
Ba,Ousmane,2003-01-02,m,762179214
Fall,Abdoulaye,1998-08-09,m,782143409
Diallo,Cheikh,1984-06-04,m,764751508
Fall,Mamadou,1973-10-27,m,787679060
Diop,Mariama,1940-01-10,f,702806975
Ba,Mariama,1970-01-26,f,764750644
Ba,Awa,1978-06-26,f,766065336
Ba,Mamadou,2012-12-13,m,781686777
Diallo,Ousmane,1957-04-14,m,701366655
Sarr,Fatou,1979-03-30,f,777716427
Fall,Khady,2006-05-11,f,763887562
Fall,Mariama,1991-09-03,f,773182821
Sow,Awa,1960-09-12,f,764213396
Gueye,Oumar,1988-05-17,m,784980095
Diop,Ibrahima,2019-10-04,m,765384961
Fall,Mariama,2009-11-23,f,761966326
Diop,Mariama,1971-08-23,f,779715293
Ndiaye,Khady,2011-07-06,f,778693404
Gueye,Khady,1957-09-28,f,707170029
Gueye,Aminata,2016-06-29,f,709331044
Sarr,Cheikh,1997-03-01,m,776446099
Sow,Ibrahima,2004-01-02,m,708506607
Sarr,Aminata,2014-06-17,f,760275614
Gueye,Awa,1944-08-02,f,768112057
Kane,Abdoulaye,1951-12-25,m,779155627
Sarr,Cheikh,1991-04-23,m,765885046
Gueye,Abdoulaye,2021-05-14,m,774151176
Ndiaye,Mariama,1993-09-11,f,764732603
Gueye,Awa,1984-08-09,f,769968472
Ndiaye,Moussa,1949-09-28,m,771195621
Sow,Aminata,1948-02-21,f,786522507
Sy,Awa,1955-03-14,f,707991970
Diop,Khady,1973-02-20,f,700836855
Faye,Fatou,1970-03-29,f,781734770
Gueye,Fatou,2007-11-26,f,767330731
Ba,Aminata,2011-11-21,f,762587442
Diop,Khady,1978-03-17,f,709561466
Kane,Awa,1962-12-04,f,767061780
Kane,Aminata,1970-11-17,f,763010655
Diop,Fatou,2006-07-18,f,786500720
Ndiaye,Ibrahima,1985-06-30,m,780035959
Diallo,Ousmane,2002-07-03,m,768883853
Fall,Khady,1944-05-26,f,765812249
Ndiaye,Moussa,1980-01-31,m,771774468
Diallo,Moussa,1948-07-25,m,784966837
Kane,Mariama,1978-03-08,f,762949689
Diop,Awa,2010-11-21,f,773494215
Ba,Khady,2019-05-07,f,775235364
Sy,Aminata,1975-10-18,f,702851619
Ba,Fatou,1979-02-06,f,776314511
Diallo,Awa,1990-10-01,f,708372955
Gueye,Mariama,1997-02-01,f,781367464
Sow,Ibrahima,2016-04-18,m,763022059
Ba,Mamadou,1963-02-20,m,701079462
Kane,Aminata,2022-02-14,f,765922426
Ba,Mariama,2006-01-27,f,760905582
Ndiaye,Khady,1961-05-19,f,788553863
Fall,Ibrahima,2015-10-19,m,778260536
Gueye,Awa,2021-07-31,f,701965331
Sow,Fatou,1953-03-12,f,700625970
Sarr,Khady,1971-09-02,f,772683608
Ba,Ibrahima,2012-05-17,m,705323912
Fall,Ousmane,1995-09-30,m,776296375
Diallo,Awa,1999-05-09,f,704736058
Ba,Ibrahima,2009-09-14,m,778575788
Sow,Awa,1953-05-04,f,778979989
Gueye,Oumar,1995-05-04,m,784007258
Sow,Awa,1955-05-01,f,706573514
Diop,Oumar,1995-01-22,m,787802594
Sow,Ibrahima,1957-07-27,m,701828192
Ba,Fatou,2008-05-31,f,708451548
Ndiaye,Mamadou,2013-09-25,m,787288101
Sarr,Awa,1943-01-11,f,778384033
Sy,Moussa,1949-02-27,m,707257464
Fall,Awa,1953-08-06,f,707161561
Sow,Mariama,1970-11-30,f,760769500
Kane,Abdoulaye,1957-11-14,m,777550378
Sy,Aminata,2006-10-15,f,762611723
Ba,Cheikh,2009-07-07,m,785143461
Fall,Abdoulaye,2011-02-14,m,774665740
Sy,Fatou,2010-02-22,f,703528421
Sow,Ousmane,1969-12-03,m,785372076
Ba,Abdoulaye,2013-12-07,m,783320241
Sow,Fatou,1994-09-26,f,764539285
Ba,Khady,1961-06-15,f,781119054
Faye,Ousmane,2019-09-12,m,780815380
Diop,Awa,1954-03-22,f,706628684
Diop,Mamadou,1997-08-23,m,704484655
Gueye,Aminata,2019-08-26,f,706698896
Ba,Khady,1950-05-24,f,763094346
Diop,Ousmane,1941-09-17,m,709117545
Gueye,Mariama,2022-09-02,f,777971780
Diop,Awa,2012-08-29,f,702109819
Ndiaye,Oumar,1976-07-10,m,761627428
Gueye,Cheikh,2009-09-04,m,787660576
Kane,Awa,2005-05-30,f,777594121
Diop,Mariama,1976-09-24,f,777497243
Ba,Awa,1949-02-23,f,777415964
Diop,Abdoulaye,2010-11-25,m,763406160
Kane,Cheikh,2015-03-28,m,705984148
Faye,Mamadou,1981-05-15,m,761573554
Sarr,Cheikh,1957-01-13,m,768941929
Sarr,Mariama,1979-12-18,f,771121669
Sow,Moussa,2014-11-18,m,781732395
Sow,Cheikh,1983-01-11,m,704330562
Kane,Ousmane,1943-10-19,m,701819003
Kane,Fatou,1962-02-09,f,766020449
Sow,Ibrahima,1993-03-22,m,780461447
Gueye,Oumar,2008-08-16,m,768421086
Sow,Cheikh,1947-05-04,m,788960474
Fall,Aminata,2011-03-19,f,705111436
Kane,Ibrahima,2008-10-12,m,768772058
Kane,Ousmane,2012-02-21,m,701324300
Diop,Ibrahima,1989-03-29,m,786106698
Ba,Awa,1960-10-20,f,760216621
Sow,Khady,1975-04-04,f,765413735
Ndiaye,Fatou,1975-03-07,f,777667805
Diop,Awa,1965-07-11,f,761879232
Diop,Moussa,1959-11-17,m,771268838
Ndiaye,Aminata,2013-12-02,f,762252565
Ba,Mariama,1952-09-19,f,783339593
Ba,Ousmane,1941-10-20,m,786847856
Ndiaye,Ibrahima,1981-09-03,m,775207673
Fall,Moussa,1996-03-06,m,782636452
Faye,Aminata,1955-12-18,f,788213516
Kane,Oumar,1985-05-04,m,768681857
Sy,Mamadou,2023-04-21,m,705727563
Diallo,Cheikh,1970-11-11,m,768675856
Diallo,Awa,1987-11-10,f,786162785
Fall,Fatou,2002-09-10,f,783897402
Kane,Mamadou,1961-09-27,m,778587988
Diop,Awa,1966-10-19,f,786973882
Gueye,Fatou,1960-10-25,f,709149216
Diallo,Ibrahima,1980-01-23,m,764698740
Sow,Mariama,1988-11-08,f,782381380
Ndiaye,Mariama,1948-08-03,f,704637154
Ba,Fatou,1966-09-13,f,780890751
Faye,Mamadou,1964-09-28,m,787275853
Sow,Cheikh,1965-04-29,m,709010795
Faye,Aminata,1959-12-02,f,787820916
Fall,Mamadou,2008-07-22,m,774738778
Ndiaye,Moussa,1993-07-28,m,786093722
Sow,Fatou,1955-08-25,f,767465476
Diallo,Mamadou,1985-06-01,m,772465233
Diop,Fatou,1962-05-09,f,708184446
Ba,Awa,2005-12-21,f,779086712
Sow,Ousmane,1967-06-16,m,775504546
Sow,Fatou,2014-03-08,f,788982257
Ba,Khady,1945-08-29,f,789578287
Ba,Fatou,1974-12-02,f,764379489
Fall,Mamadou,1949-05-14,m,789653190
Diop,Cheikh,1951-01-04,m,705188874
Kane,Khady,2011-04-21,f,764765023
Faye,Abdoulaye,2005-07-27,m,706358694
Sy,Awa,2011-08-27,f,787045679
Sow,Mamadou,1974-11-09,m,769739951
Sy,Khady,1956-02-23,f,768571635
Kane,Awa,1991-11-22,f,767494120
Sy,Awa,1994-03-30,f,777088290
Faye,Cheikh,2004-10-13,m,784786099
Fall,Awa,1941-02-14,f,700485605
Diop,Mariama,1941-10-01,f,777002828
Sarr,Abdoulaye,2003-03-29,m,769503835
Sy,Mariama,1968-01-05,f,706841016
Ndiaye,Ousmane,1994-07-03,m,702629073
Ndiaye,Oumar,2010-01-16,m,709326103
Gueye,Abdoulaye,1967-09-30,m,776594734
Sarr,Fatou,1988-07-31,f,763555059
Gueye,Awa,1998-12-30,f,787255325
Kane,Aminata,1959-06-08,f,765867219
Ndiaye,Aminata,2015-06-12,f,785793683
Diop,Abdoulaye,1986-07-29,m,778511284
Ndiaye,Moussa,2012-12-05,m,789389599
Diallo,Oumar,1986-02-01,m,787287631
Ba,Khady,1952-10-23,f,787365026
Sow,Aminata,2022-07-29,f,760526381
Ba,Abdoulaye,2012-04-27,m,773669911
Diallo,Ibrahima,1988-04-08,m,760655947
Diop,Mariama,1965-11-10,f,708974766
