nom_med,prenom_med,specialite,id_user
Ba,Khady,Cardiologie,8377
Diallo,Aminata,Dermatologie,3645
Kane,Moussa,Cardiologie,4486
Sy,Cheikh,Chirurgie,7098
Gueye,Ousmane,Dermatologie,1634
Ba,Awa,Chirurgie,7073
Diop,Abdoulaye,Dermatologie,6727
Sy,Awa,Cardiologie,8763
Diallo,Aminata,Medecine generale,2459
Diallo,Abdoulaye,Pediatrie,5843
Faye,Abdoulaye,Gynecologie,9238
Ndiaye,Awa,Medecine generale,953
Sy,Moussa,Pediatrie,4058
Sarr,Oumar,Medecine generale,422
Sy,Ibrahima,Gynecologie,139
Sarr,Awa,Chirurgie,7901
Diop,Oumar,Dermatologie,3524
Faye,Oumar,Gynecologie,2823
Ba,Cheikh,Cardiologie,247
Diop,Fatou,Gynecologie,7913
Ndiaye,Abdoulaye,Chirurgie,5821
Ba,Abdoulaye,Gynecologie,8974
Fall,Fatou,Chirurgie,5327
Diallo,Mariama,Chirurgie,5645
Ba,Ibrahima,Pediatrie,3087
Diop,Awa,Pediatrie,9397
Sy,Fatou,Pediatrie,7430
Kane,Aminata,Pediatrie,9037
Diop,Moussa,Chirurgie,5442
Sy,Abdoulaye,Cardiologie,1641
Diallo,Ibrahima,Pediatrie,8255
Faye,Ibrahima,Chirurgie,6240
Sy,Fatou,Medecine generale,7467
Diop,Awa,Medecine generale,5090
Sarr,Mariama,Pediatrie,1407
Diop,Ibrahima,Dermatologie,1458
Sow,Mariama,Pediatrie,5941
Diallo,Fatou,Chirurgie,1896
Diallo,Khady,Cardiologie,7557
Kane,Mariama,Medecine generale,9440
Diop,Mariama,Pediatrie,9938
Sy,Ibrahima,Pediatrie,9036
Kane,Cheikh,Medecine generale,921
Sy,Cheikh,Cardiologie,2957
Sy,Abdoulaye,Medecine generale,2678
Ba,Aminata,Pediatrie,6743
Fall,Awa,Chirurgie,7270
Ba,Awa,Dermatologie,219
Diop,Khady,Chirurgie,4367
Sow,Khady,Chirurgie,7920
Gueye,Aminata,Gynecologie,9813
Diallo,Aminata,Chirurgie,396
Sow,Mariama,Dermatologie,6025
Diop,Awa,Dermatologie,6597
Kane,Ibrahima,Pediatrie,9798
Sy,Ousmane,Dermatologie,9892
Diallo,Moussa,Chirurgie,5009
Sy,Moussa,Gynecologie,7231
Sarr,Fatou,Pediatrie,7988
Kane,Abdoulaye,Pediatrie,7359
Diop,Ousmane,Medecine generale,3424
Ndiaye,Ibrahima,Gynecologie,4704
Fall,Ibrahima,Pediatrie,6425
Ndiaye,Mamadou,Chirurgie,6802
Fall,Khady,Cardiologie,2778
Gueye,Ibrahima,Chirurgie,7321
Sarr,Moussa,Gynecologie,9064
Gueye,Moussa,Dermatologie,4196
Gueye,Khady,Medecine generale,2080
Sy,Awa,Dermatologie,3124
Gueye,Ibrahima,Chirurgie,1466
Sy,Awa,Gynecologie,4062
Diop,Fatou,Cardiologie,8064
Ba,Abdoulaye,Cardiologie,141
Kane,Cheikh,Gynecologie,614
Sow,Aminata,Cardiologie,6667
Gueye,Ousmane,Gynecologie,2475
Sy,Mamadou,Gynecologie,977
Sarr,Fatou,Chirurgie,8609
Diallo,Awa,Gynecologie,7111
Kane,Moussa,Medecine generale,2423
Sy,Fatou,Dermatologie,4750
Ba,Abdoulaye,Gynecologie,1656
Sow,Aminata,Cardiologie,1747
Sow,Awa,Gynecologie,4842
Sarr,Abdoulaye,Medecine generale,8011
Sow,Mariama,Cardiologie,5338
Diallo,Awa,Cardiologie,9289
Gueye,Abdoulaye,Chirurgie,9255
Ndiaye,Ibrahima,Cardiologie,1501
Ba,Fatou,Medecine generale,6055
Fall,Khady,Gynecologie,4386
Diallo,Aminata,Pediatrie,9198
Ndiaye,Oumar,Medecine generale,6076
Faye,Fatou,Cardiologie,848
Sarr,Ousmane,Medecine generale,4797
Faye,Aminata,Dermatologie,461
Sarr,Ousmane,Dermatologie,92
Sarr,Fatou,Chirurgie,3335
Gueye,Ousmane,Medecine generale,9831
Fall,Cheikh,Dermatologie,4693
Fall,Mariama,Chirurgie,258
Ba,Aminata,Medecine generale,943
Ndiaye,Oumar,Medecine generale,4901
Diop,Oumar,Pediatrie,4232
Gueye,Aminata,Medecine generale,2316
Sarr,Awa,Chirurgie,6858
Diop,Oumar,Cardiologie,2741
Sarr,Khady,Pediatrie,135
Diallo,Khady,Dermatologie,3106
Faye,Abdoulaye,Dermatologie,1032
Sarr,Abdoulaye,Dermatologie,347
Ndiaye,Ibrahima,Cardiologie,3629
Ndiaye,Mamadou,Chirurgie,1683
Sow,Awa,Medecine generale,4666
Faye,Fatou,Pediatrie,4133
Sy,Ousmane,Cardiologie,498
Ba,Mamadou,Chirurgie,4715
Diallo,Awa,Cardiologie,3657
Faye,Abdoulaye,Medecine generale,6831
Sow,Abdoulaye,Pediatrie,3502
Sarr,Fatou,Cardiologie,7405
Ndiaye,Khady,Medecine generale,2464
Sow,Abdoulaye,Pediatrie,9487
Fall,Oumar,Chirurgie,6178
Ndiaye,Cheikh,Chirurgie,6712
Ba,Aminata,Medecine generale,9623
Kane,Khady,Chirurgie,5114
Sow,Cheikh,Cardiologie,7765
Sow,Ousmane,Dermatologie,3331
Diop,Aminata,Chirurgie,4228
Diallo,Khady,Gynecologie,8441
Sy,Mariama,Dermatologie,961
Sow,Awa,Pediatrie,8372
Gueye,Fatou,Chirurgie,3993
Kane,Ibrahima,Medecine generale,2921
Sarr,Fatou,Cardiologie,3868
Fall,Aminata,Dermatologie,6933
Ndiaye,Oumar,Dermatologie,9563
Sarr,Abdoulaye,Pediatrie,1073
Kane,Mamadou,Pediatrie,3137
Sy,Mamadou,Cardiologie,5686
Fall,Aminata,Cardiologie,9890
Fall,Mariama,Chirurgie,3928
Kane,Ibrahima,Gynecologie,937
Sy,Awa,Gynecologie,835
Faye,Mamadou,Medecine generale,1635
Sy,Cheikh,Cardiologie,545
Kane,Moussa,Medecine generale,2058
Fall,Moussa,Cardiologie,5606
Diop,Ousmane,Chirurgie,2703
Faye,Cheikh,Medecine generale,7817
Fall,Mariama,Medecine generale,5276
Sy,Ousmane,Gynecologie,9299
Kane,Mamadou,Dermatologie,8182
Diop,Moussa,Gynecologie,1370
Sarr,Ibrahima,Chirurgie,8482
Sow,Awa,Medecine generale,6018
Ndiaye,Fatou,Medecine generale,1015
Diallo,Oumar,Cardiologie,4582
Gueye,Fatou,Gynecologie,2435
Fall,Cheikh,Gynecologie,9090
Faye,Oumar,Gynecologie,132
Diop,Fatou,Dermatologie,2733
Kane,Ibrahima,Cardiologie,9485
Ba,Mamadou,Pediatrie,1137
Diop,Abdoulaye,Medecine generale,8877
Fall,Ibrahima,Pediatrie,206
Sow,Moussa,Pediatrie,9593
Sarr,Khady,Gynecologie,7697
Faye,Abdoulaye,Medecine generale,9862
Diallo,Moussa,Pediatrie,6735
Gueye,Abdoulaye,Dermatologie,1500
Ndiaye,Abdoulaye,Pediatrie,1030
Kane,Khady,Cardiologie,8160
Diallo,Mariama,Medecine generale,7166
Kane,Aminata,Chirurgie,6269
Sarr,Fatou,Pediatrie,3134
Sarr,Awa,Cardiologie,7912
Sarr,Aminata,Medecine generale,6528
Sow,Moussa,Medecine generale,9843
Kane,Mariama,Gynecologie,9821
Sow,Cheikh,Chirurgie,2146
Sy,Khady,Pediatrie,6863
Sow,Mariama,Medecine generale,8443
Gueye,Mariama,Pediatrie,2333
Gueye,Aminata,Pediatrie,912
Diallo,Fatou,Medecine generale,380
Fall,Fatou,Pediatrie,5062
Sow,Moussa,Cardiologie,504
Ba,Fatou,Cardiologie,5084
Sarr,Oumar,Dermatologie,1051
Faye,Cheikh,Cardiologie,5513
Sarr,Abdoulaye,Cardiologie,1997
Faye,Moussa,Dermatologie,2701
Ndiaye,Aminata,Pediatrie,4775
Ndiaye,Khady,Cardiologie,4807
Ndiaye,Mamadou,Gynecologie,6550
Ba,Cheikh,Pediatrie,1980
Ba,Ousmane,Pediatrie,7564
Ba,Fatou,Cardiologie,7648
Faye,Oumar,Gynecologie,1824
Ba,Cheikh,Medecine generale,8163
Ba,Ibrahima,Chirurgie,169
Sarr,Mamadou,Chirurgie,849
Gueye,Fatou,Chirurgie,628
Sarr,Moussa,Medecine generale,9823
Ba,Fatou,Pediatrie,9816
Diop,Moussa,Pediatrie,8836
Gueye,Mariama,Cardiologie,4848
Fall,Ibrahima,Medecine generale,2237
Sow,Mamadou,Chirurgie,3355
Ndiaye,Mamadou,Chirurgie,2595
Ndiaye,Mariama,Medecine generale,7272
Sow,Fatou,Chirurgie,6451
Kane,Fatou,Dermatologie,1548
Kane,Ousmane,Medecine generale,4311
Sarr,Mariama,Dermatologie,9477
Sow,Moussa,Dermatologie,9207
Ba,Cheikh,Dermatologie,6424
Gueye,Awa,Medecine generale,3867
Kane,Oumar,Pediatrie,5485
Fall,Mamadou,Gynecologie,3073
Sow,Ibrahima,Chirurgie,6093
Ndiaye,Awa,Cardiologie,7174
Diallo,Mariama,Chirurgie,4822
Faye,Ousmane,Medecine generale,8282
Sarr,Mamadou,Medecine generale,6346
Sy,Abdoulaye,Pediatrie,4573
Diallo,Abdoulaye,Medecine generale,2535
Sarr,Mariama,Chirurgie,6634
Diallo,Ibrahima,Dermatologie,6540
Kane,Oumar,Cardiologie,9910
Gueye,Oumar,Medecine generale,7719
Ba,Ibrahima,Cardiologie,5971
Ba,Ousmane,Chirurgie,2356
Fall,Cheikh,Dermatologie,121
Sarr,Mamadou,Gynecologie,1627
Kane,Ibrahima,Dermatologie,3585
Diallo,Ousmane,Cardiologie,5624
Ndiaye,Ibrahima,Cardiologie,154
Diallo,Ibrahima,Cardiologie,9859
Ndiaye,Abdoulaye,Cardiologie,1406
Kane,Khady,Medecine generale,5272
Ba,Awa,Chirurgie,5508
Ndiaye,Fatou,Dermatologie,3812
Ndiaye,Aminata,Chirurgie,3025
Fall,Mariama,Cardiologie,8846
Diallo,Cheikh,Gynecologie,3897
Ndiaye,Moussa,Dermatologie,4050
Kane,Cheikh,Chirurgie,8337
Ba,Moussa,Medecine generale,9233
Ndiaye,Cheikh,Gynecologie,8917
Ba,Cheikh,Gynecologie,59
Faye,Abdoulaye,Pediatrie,4697
Fall,Ibrahima,Medecine generale,1239
Faye,Ibrahima,Chirurgie,8884
Gueye,Oumar,Medecine generale,3940
Gueye,Moussa,Cardiologie,4302
Diallo,Aminata,Pediatrie,1449
Sow,Oumar,Pediatrie,8750
Sarr,Ibrahima,Dermatologie,3949
Sy,Khady,Dermatologie,774
Gueye,Ibrahima,Medecine generale,2147
Fall,Aminata,Pediatrie,5947
Gueye,Mamadou,Cardiologie,7802
Ndiaye,Aminata,Dermatologie,4460
Sow,Abdoulaye,Pediatrie,3324
Ba,Mamadou,Dermatologie,4787
Diop,Khady,Cardiologie,9012
Kane,Ousmane,Pediatrie,6038
Gueye,Abdoulaye,Dermatologie,5593
Ba,Mamadou,Dermatologie,4033
Gueye,Mamadou,Dermatologie,4745
Diop,Mamadou,Pediatrie,4905
Fall,Khady,Gynecologie,3458
Sow,Abdoulaye,Dermatologie,5110
Sy,Mamadou,Chirurgie,9796
Ndiaye,Fatou,Medecine generale,9146
Sarr,Moussa,Pediatrie,6499
Fall,Awa,Gynecologie,6918
Kane,Oumar,Pediatrie,6460
Sarr,Mariama,Pediatrie,4275
Diop,Khady,Dermatologie,453
Diop,Mariama,Chirurgie,4818
Faye,Mamadou,Chirurgie,523
Ba,Ousmane,Dermatologie,9043
Sarr,Mariama,Medecine generale,925
Sy,Khady,Chirurgie,7516
Ba,Awa,Dermatologie,9505
Sy,Abdoulaye,Gynecologie,270
Faye,Mariama,Dermatologie,7734
Diallo,Cheikh,Gynecologie,3255
Faye,Fatou,Gynecologie,8320
Sow,Mamadou,Medecine generale,4418
Fall,Abdoulaye,Dermatologie,9703
Diallo,Ibrahima,Cardiologie,429
Diop,Cheikh,Medecine generale,1298
Faye,Ibrahima,Cardiologie,5965
Sarr,Awa,Pediatrie,9730
Diallo,Awa,Cardiologie,6788
Sarr,Khady,Medecine generale,1743
Ndiaye,Mariama,Chirurgie,2337
Fall,Oumar,Dermatologie,5658
Fall,Mariama,Cardiologie,3377
Kane,Abdoulaye,Cardiologie,4444
Sy,Awa,Cardiologie,5419
Kane,Mariama,Dermatologie,5809
Sarr,Awa,Cardiologie,1915
Faye,Abdoulaye,Chirurgie,2283
Sarr,Abdoulaye,Cardiologie,831
Diallo,Moussa,Cardiologie,7367
Sy,Mamadou,Cardiologie,9707
Sy,Moussa,Gynecologie,6545
Diop,Aminata,Chirurgie,8752
Sarr,Fatou,Cardiologie,9824
Ba,Oumar,Medecine generale,9460
Sy,Moussa,Chirurgie,6879
Ndiaye,Cheikh,Chirurgie,5889
Diop,Oumar,Medecine generale,6414
Diop,Awa,Pediatrie,2098
Sy,Moussa,Medecine generale,6893
Faye,Awa,Pediatrie,7588
Faye,Cheikh,Pediatrie,3012
Faye,Cheikh,Gynecologie,5993
Fall,Aminata,Dermatologie,7655
Faye,Aminata,Pediatrie,8850
Sow,Khady,Dermatologie,5085
Diallo,Moussa,Dermatologie,6026
Ndiaye,Ibrahima,Medecine generale,5169
Diop,Mamadou,Chirurgie,5111
Faye,Mariama,Gynecologie,7383
Diop,Moussa,Chirurgie,9467
Diallo,Fatou,Pediatrie,9362
Sow,Mamadou,Gynecologie,8867
Faye,Mamadou,Dermatologie,1873
Sow,Aminata,Chirurgie,2417
Sarr,Fatou,Medecine generale,8983
Diop,Mamadou,Pediatrie,1103
Ndiaye,Ibrahima,Medecine generale,5197
Fall,Abdoulaye,Dermatologie,9284
Faye,Ibrahima,Dermatologie,450
Kane,Ousmane,Pediatrie,4556
Diallo,Ousmane,Gynecologie,7294
Ndiaye,Ousmane,Dermatologie,7650
Fall,Cheikh,Chirurgie,8939
Faye,Moussa,Dermatologie,9068
Sarr,Cheikh,Chirurgie,348
Ba,Aminata,Gynecologie,3357
Sy,Moussa,Pediatrie,6434
Faye,Fatou,Dermatologie,1924
Sy,Cheikh,Chirurgie,2448
Ba,Abdoulaye,Gynecologie,9830
Fall,Abdoulaye,Gynecologie,4882
Gueye,Mamadou,Cardiologie,731
Faye,Mariama,Medecine generale,5446
Fall,Khady,Dermatologie,337
Sarr,Ibrahima,Medecine generale,6925
Kane,Oumar,Gynecologie,3712
Ba,Mariama,Chirurgie,9300
Fall,Abdoulaye,Dermatologie,389
Sarr,Ousmane,Chirurgie,7975
Gueye,Aminata,Medecine generale,3728
Fall,Ibrahima,Medecine generale,5902
Sy,Mamadou,Medecine generale,802
Diop,Abdoulaye,Pediatrie,1340
Faye,Mamadou,Medecine generale,4264
Sarr,Moussa,Medecine generale,2673
Diop,Aminata,Chirurgie,2995
Gueye,Aminata,Cardiologie,4813
Ba,Mariama,Medecine generale,6390
Ba,Ousmane,Pediatrie,7479
Sy,Fatou,Chirurgie,579
Fall,Abdoulaye,Chirurgie,5812
Diallo,Moussa,Gynecologie,2184
Kane,Mariama,Dermatologie,2391
Sarr,Cheikh,Medecine generale,9111
Ba,Fatou,Dermatologie,5466
Ba,Mamadou,Dermatologie,4835
Sarr,Awa,Cardiologie,5942
Diallo,Moussa,Gynecologie,7907
Sarr,Ousmane,Chirurgie,2822
Ndiaye,Khady,Pediatrie,362
Diallo,Ibrahima,Cardiologie,8485
Sy,Fatou,Medecine generale,6695
Sy,Mamadou,Medecine generale,8839
Sow,Mamadou,Cardiologie,7529
Ndiaye,Moussa,Gynecologie,6766
Gueye,Cheikh,Chirurgie,589
Diallo,Khady,Gynecologie,300
Ndiaye,Mariama,Chirurgie,393
Ndiaye,Abdoulaye,Cardiologie,7618
Kane,Mariama,Gynecologie,1314
Diop,Ibrahima,Dermatologie,1663
Gueye,Oumar,Dermatologie,2552
Diop,Moussa,Chirurgie,4910
Ndiaye,Cheikh,Gynecologie,791
Ndiaye,Oumar,Dermatologie,1454
Faye,Oumar,Chirurgie,2197
Ba,Ousmane,Gynecologie,306
Ndiaye,Awa,Chirurgie,3492
Sarr,Ousmane,Pediatrie,8465
Gueye,Fatou,Gynecologie,223
Sow,Cheikh,Medecine generale,2068
Gueye,Mamadou,Medecine generale,9283
Gueye,Ousmane,Cardiologie,9904
Fall,Ibrahima,Cardiologie,3533
Sarr,Fatou,Gynecologie,224
Diop,Awa,Dermatologie,4534
Gueye,Moussa,Pediatrie,5041
Ndiaye,Aminata,Cardiologie,1697
Diallo,Aminata,Medecine generale,7985
Diallo,Mariama,Gynecologie,9713
Fall,Ousmane,Medecine generale,4205
Gueye,Moussa,Chirurgie,3671
Kane,Oumar,Chirurgie,1693
Kane,Mariama,Gynecologie,872
Ba,Ousmane,Medecine generale,3337
Kane,Mamadou,Cardiologie,5389
Kane,Oumar,Gynecologie,7542
Gueye,Moussa,Pediatrie,763
Gueye,Mariama,Pediatrie,4010
Sarr,Oumar,Cardiologie,8660
Sow,Mamadou,Pediatrie,9840
Ndiaye,Abdoulaye,Medecine generale,3991
Diallo,Ibrahima,Cardiologie,510
Gueye,Abdoulaye,Medecine generale,6757
Ndiaye,Mariama,Cardiologie,7079
Kane,Mamadou,Dermatologie,2507
Sy,Awa,Cardiologie,8754
Fall,Mariama,Medecine generale,9089
Sy,Abdoulaye,Pediatrie,4130
Fall,Aminata,Gynecologie,1155
Gueye,Abdoulaye,Chirurgie,4066
Diop,Mariama,Dermatologie,7265
Fall,Awa,Dermatologie,4784
Diop,Khady,Cardiologie,8090
Fall,Aminata,Cardiologie,5028
Sy,Ibrahima,Chirurgie,1956
Fall,Mariama,Pediatrie,9439
Sy,Moussa,Chirurgie,103
Ba,Fatou,Pediatrie,3922
Diallo,Mamadou,Dermatologie,5470
Diop,Ousmane,Chirurgie,9390
Faye,Khady,Cardiologie,4358
Sarr,Moussa,Pediatrie,6168
Kane,Mamadou,Dermatologie,6196
Ndiaye,Moussa,Medecine generale,9538
Gueye,Ibrahima,Pediatrie,1739
Gueye,Cheikh,Medecine generale,4873
Sy,Fatou,Medecine generale,8733
Diallo,Mariama,Pediatrie,4648
Kane,Ousmane,Medecine generale,3200
Faye,Oumar,Gynecologie,8351
Fall,Ibrahima,Medecine generale,7582
Gueye,Awa,Pediatrie,9294
Sy,Mariama,Medecine generale,2229
Sarr,Mariama,Chirurgie,7056
Faye,Moussa,Gynecologie,2976
Diallo,Abdoulaye,Dermatologie,8110
Diop,Fatou,Pediatrie,7879
Faye,Awa,Cardiologie,12
Sy,Moussa,Gynecologie,8029
Sarr,Khady,Gynecologie,5544
Kane,Oumar,Medecine generale,2680
Diallo,Abdoulaye,Dermatologie,4678
Ba,Mariama,Pediatrie,8428
Gueye,Aminata,Gynecologie,56
Fall,Oumar,Pediatrie,1417
Faye,Aminata,Dermatologie,1057
Sarr,Awa,Chirurgie,5353
Sarr,Fatou,Pediatrie,5461
Kane,Awa,Chirurgie,9855
Fall,Fatou,Pediatrie,8936
Diop,Ousmane,Gynecologie,3923
Diop,Mariama,Gynecologie,4816
Ba,Abdoulaye,Medecine generale,2469
Sarr,Ibrahima,Dermatologie,5153
Sow,Oumar,Cardiologie,5560
Sarr,Cheikh,Dermatologie,1439
Sarr,Cheikh,Dermatologie,172
Faye,Cheikh,Pediatrie,9446
Faye,Mariama,Gynecologie,9489
Ba,Moussa,Dermatologie,7708
Kane,Mariama,Chirurgie,9436
Kane,Moussa,Chirurgie,443
Ndiaye,Moussa,Dermatologie,6773
Ba,Abdoulaye,Medecine generale,1984
Sarr,Khady,Dermatologie,2720
Ba,Mariama,Dermatologie,3552
Faye,Ibrahima,Medecine generale,8995
Sy,Khady,Dermatologie,708
Sarr,Aminata,Dermatologie,4436
Diallo,Abdoulaye,Dermatologie,4733
Ba,Ousmane,Cardiologie,1696
Kane,Fatou,Pediatrie,2403
Diallo,Oumar,Chirurgie,1273
Sy,Abdoulaye,Pediatrie,7561
Gueye,Ousmane,Medecine generale,493
Sy,Ibrahima,Medecine generale,3619
Faye,Fatou,Cardiologie,3987
Ba,Fatou,Dermatologie,8527
Diallo,Moussa,Dermatologie,7376
Fall,Abdoulaye,Chirurgie,3682
Kane,Mariama,Pediatrie,9104
Sy,Awa,Gynecologie,4263
Diallo,Ousmane,Pediatrie,2269
Ndiaye,Abdoulaye,Gynecologie,2659
Diallo,Fatou,Medecine generale,9795
Diallo,Mariama,Chirurgie,4956
Sy,Khady,Dermatologie,1484
Kane,Khady,Cardiologie,7624
Kane,Mamadou,Chirurgie,4312
Fall,Awa,Pediatrie,3023
Faye,Khady,Cardiologie,9555
Sy,Khady,Pediatrie,5549
Fall,Aminata,Medecine generale,2606
Kane,Oumar,Cardiologie,2486
Diop,Ousmane,Chirurgie,9286
Diop,Ibrahima,Cardiologie,2179
Diop,Oumar,Dermatologie,6824
Fall,Cheikh,Pediatrie,6729
Ndiaye,Ibrahima,Cardiologie,2094
Fall,Awa,Medecine generale,8879
Sy,Fatou,Medecine generale,7201
Kane,Ibrahima,Cardiologie,2505
Gueye,Mariama,Chirurgie,456
Sy,Mariama,Medecine generale,5992
Ba,Fatou,Chirurgie,7749
Diallo,Oumar,Chirurgie,711
Sy,Mariama,Chirurgie,1549
Gueye,Awa,Chirurgie,8975
Ba,Aminata,Chirurgie,8410
Sow,Mamadou,Dermatologie,3130
Diop,Awa,Cardiologie,5305
Sow,Mamadou,Gynecologie,4364
Kane,Ousmane,Dermatologie,8694
Sarr,Abdoulaye,Cardiologie,7781
Sow,Ousmane,Medecine generale,9464
Fall,Ousmane,Dermatologie,215
Fall,Fatou,Gynecologie,2979
Ndiaye,Moussa,Cardiologie,7026
Fall,Abdoulaye,Medecine generale,6988
Fall,Khady,Chirurgie,9403
Ba,Moussa,Cardiologie,5333
Diop,Moussa,Cardiologie,4410
Fall,Fatou,Chirurgie,7134
Faye,Oumar,Cardiologie,6204
Sarr,Khady,Pediatrie,1586
Sarr,Khady,Medecine generale,1858
Sarr,Abdoulaye,Chirurgie,3883
Diop,Awa,Medecine generale,8486
Diallo,Mariama,Cardiologie,3667
Sow,Abdoulaye,Gynecologie,5678
Fall,Aminata,Chirurgie,1886
Ndiaye,Fatou,Chirurgie,3769
Ba,Fatou,Dermatologie,7903
Sarr,Khady,Chirurgie,9380
Sy,Ibrahima,Pediatrie,1965
Gueye,Ibrahima,Gynecologie,8309
Gueye,Oumar,Chirurgie,4131
Fall,Fatou,Pediatrie,8048
Ndiaye,Abdoulaye,Cardiologie,8241
Diop,Ousmane,Gynecologie,3730
Faye,Aminata,Dermatologie,6365
Kane,Moussa,Chirurgie,5520
Gueye,Aminata,Chirurgie,8461
Sow,Oumar,Chirurgie,5328
Fall,Awa,Pediatrie,9419
Gueye,Cheikh,Medecine generale,7828
Diop,Aminata,Gynecologie,7964
Sow,Abdoulaye,Medecine generale,3620
Fall,Fatou,Dermatologie,3780
Ba,Aminata,Gynecologie,1650
Kane,Cheikh,Gynecologie,5261
Faye,Oumar,Pediatrie,9496
Faye,Cheikh,Cardiologie,2717
Sow,Oumar,Pediatrie,3673
Fall,Fatou,Pediatrie,9145
Sarr,Oumar,Gynecologie,7566
Ndiaye,Aminata,Dermatologie,4532
Sy,Ousmane,Medecine generale,8947
Fall,Khady,Cardiologie,6447
Diop,Mamadou,Medecine generale,8970
Faye,Fatou,Gynecologie,1577
Diallo,Abdoulaye,Medecine generale,6355
Gueye,Fatou,Gynecologie,2844
Sarr,Awa,Pediatrie,2066
Faye,Mariama,Dermatologie,3771
Sy,Ibrahima,Gynecologie,9150
Fall,Ousmane,Medecine generale,1672
Diallo,Ibrahima,Dermatologie,3365
Sy,Fatou,Gynecologie,8469
Sy,Khady,Cardiologie,1786
Gueye,Mamadou,Chirurgie,3499
Fall,Abdoulaye,Cardiologie,3952
Sy,Awa,Pediatrie,4195
Sarr,Ousmane,Medecine generale,7770
Gueye,Aminata,Medecine generale,1573
Fall,Mariama,Dermatologie,7271
Diallo,Ibrahima,Chirurgie,7896
Diop,Khady,Dermatologie,9094
Sow,Khady,Cardiologie,4440
Sow,Awa,Gynecologie,9799
Sow,Fatou,Dermatologie,8667
Gueye,Fatou,Pediatrie,6021
Sy,Fatou,Gynecologie,8234
Fall,Cheikh,Medecine generale,7545
Ndiaye,Awa,Dermatologie,8341
Kane,Mamadou,Pediatrie,907
Diallo,Mariama,Medecine generale,6232
Ba,Abdoulaye,Dermatologie,7251
Ndiaye,Moussa,Dermatologie,1575
Fall,Moussa,Dermatologie,7331
Ba,Ousmane,Pediatrie,5280
Gueye,Mamadou,Cardiologie,1452
Ndiaye,Oumar,Gynecologie,3702
Sow,Moussa,Medecine generale,97
Gueye,Khady,Chirurgie,5321
Sow,Abdoulaye,Dermatologie,5435
Sy,Khady,Medecine generale,616
Ba,Awa,Gynecologie,3050
Gueye,Moussa,Chirurgie,5791
Sow,Oumar,Cardiologie,8999
Kane,Aminata,Pediatrie,2735
Ndiaye,Ibrahima,Dermatologie,5026
Ba,Ousmane,Dermatologie,2977
Faye,Mamadou,Chirurgie,7825
Diallo,Fatou,Chirurgie,2708
Diallo,Ibrahima,Pediatrie,7114
Diallo,Oumar,Gynecologie,7446
Sy,Oumar,Dermatologie,384
Diallo,Oumar,Chirurgie,7074
Gueye,Fatou,Chirurgie,2789
Sy,Ousmane,Dermatologie,8802
Diop,Moussa,Pediatrie,6197
Gueye,Mamadou,Pediatrie,8319
Fall,Aminata,Gynecologie,3447
Sarr,Abdoulaye,Chirurgie,6789
Fall,Mamadou,Cardiologie,6013
Sow,Awa,Chirurgie,9410
Faye,Moussa,Dermatologie,4748
Kane,Aminata,Chirurgie,8207
Ndiaye,Ibrahima,Gynecologie,1034
Fall,Aminata,Gynecologie,3695
Sarr,Mamadou,Medecine generale,6738
Faye,Fatou,Dermatologie,3514
Gueye,Abdoulaye,Dermatologie,2340
Fall,Khady,Medecine generale,8938
Sarr,Fatou,Pediatrie,2005
Fall,Ibrahima,Gynecologie,5588
Sow,Aminata,Medecine generale,4795
Fall,Moussa,Chirurgie,2351
Ndiaye,Awa,Cardiologie,2295
Ndiaye,Aminata,Dermatologie,3055
Faye,Ibrahima,Gynecologie,1424
Ndiaye,Mamadou,Dermatologie,7378
Ndiaye,Aminata,Medecine generale,5293
Ndiaye,Mamadou,Medecine generale,7497
Gueye,Ousmane,Chirurgie,3842
Sarr,Mamadou,Cardiologie,2521
Kane,Ousmane,Medecine generale,4318
Diallo,Moussa,Gynecologie,4868
Sarr,Mariama,Chirurgie,6800
Sarr,Khady,Medecine generale,9069
Sarr,Oumar,Pediatrie,8578
Kane,Abdoulaye,Dermatologie,9163
Sy,Fatou,Gynecologie,3632
Gueye,Ousmane,Dermatologie,2667
Fall,Oumar,Dermatologie,8668
Diop,Ibrahima,Chirurgie,1243
Gueye,Awa,Pediatrie,4072
Diallo,Mariama,Pediatrie,3257
Fall,Oumar,Pediatrie,260
Sow,Ibrahima,Medecine generale,5559
Kane,Oumar,Pediatrie,5775
Gueye,Awa,Cardiologie,8524
Sow,Khady,Cardiologie,1401
Kane,Mariama,Chirurgie,6574
Diallo,Oumar,Gynecologie,6125
Sy,Oumar,Cardiologie,2186
Fall,Abdoulaye,Dermatologie,3814
Fall,Abdoulaye,Cardiologie,7145
Diop,Awa,Chirurgie,8559
Ba,Mariama,Dermatologie,5918
Sy,Ousmane,Cardiologie,4331
Sow,Mariama,Cardiologie,491
Faye,Mamadou,Medecine generale,5348
Diallo,Mariama,Gynecologie,3158
Kane,Aminata,Pediatrie,8928
Diop,Moussa,Pediatrie,1009
Kane,Abdoulaye,Cardiologie,7107
Ba,Mariama,Medecine generale,8194
Ba,Mariama,Dermatologie,3978
Sy,Fatou,Cardiologie,8228
Sy,Mamadou,Dermatologie,5857
Fall,Awa,Dermatologie,7644
Sarr,Mamadou,Cardiologie,1571
Gueye,Fatou,Cardiologie,1283
